Ticker,RS_Rating,RS_Score,Stage,Stage_2_Confirmed,Price,MA_50,MA_150,MA_200,MA_200_Slope,52w_High,52w_Low,Pct_Above_52w_Low,Pct_From_52w_High,Criteria_Met,Failed_Criteria,SEPA_Qualified,Earnings_Growth_YoY,Revenue_Growth_YoY,Earnings_Accel_Quarters,Revenue_Accel_Quarters,ATR_Percent,Net_Margin,SEPA_Failed_Criteria
COMM,95.0,132.7806871217324,2,True,17.200000762939453,16.093400020599365,11.42493332227071,9.803624988794327,9.761766939082634,18.049999237060547,2.940000057220459,485.03402816939786,4.709133019661648,8,,True,428.4848484848485,50.59138791350952,2.0,2.0,5.277406895647978,17.569000000000003,
ARQT,94.0,114.56311711487172,2,True,29.489999771118164,21.587299880981444,17.00919993718465,16.312499952316283,5.582732075753598,30.010000228881836,10.050000190734863,193.43282797452198,1.7327572602389378,8,,True,117.83951657558322,121.69366551223327,2.0,2.0,5.514945743955644,-13.941,
AVDL,93.0,101.06427340576283,2,True,23.030000686645508,17.388600006103516,13.03640001296997,11.78740000486374,8.495116166430774,23.56999969482422,6.380000114440918,260.97179112141185,2.291043763981424,8,,True,100.76190476190476,54.85657171414293,2.0,3.0,2.4486689147768708,-0.11199999999999999,
TVTX,92.0,88.23185383753471,2,True,34.689998626708984,28.81049991607666,21.12046662012736,20.639124984741212,5.561995824056797,36.869998931884766,12.90999984741211,168.70642166322577,5.912667123216381,8,,True,146.89934502198463,162.1053133644949,3.0,3.0,5.670778322848008,-20.315,
EXAS,92.0,93.38918996527568,2,True,100.9000015258789,62.847000198364256,54.948466771443684,52.796550064086915,2.131089304812172,101.87000274658203,38.810001373291016,159.98453479911015,0.952195145332585,8,,True,48.75509990584789,20.049812673303652,2.0,2.0,4.667988749370721,-32.011002,
ENLT,89.0,67.5980944033069,2,True,35.599998474121094,33.33589984893799,26.199619897206624,23.747909927368163,6.714088986721678,39.62099838256836,14.010000228881836,154.10419623499462,10.148658722886557,8,,True,54.600968624973675,26.522672268140095,2.0,2.0,4.5391455157359175,26.87,
B,88.0,67.01116056430365,2,True,36.54999923706055,33.61460014343262,25.6756685256958,23.91390140533447,6.33751672898508,38.779998779296875,14.945985633814232,144.5472659519274,5.750385797915078,8,,True,169.56521739130434,23.159144893111637,2.0,2.0,4.492864726776645,24.534,
EQX,88.0,63.78979564878895,2,True,11.890000343322754,11.44180004119873,8.417333358128866,7.988050026893616,5.882195890701776,13.529999732971191,4.949999809265137,140.20203639336927,12.121207849338909,8,,True,28142.574257425742,91.18505273281573,2.0,2.0,5.482398258347603,2.7090001999999997,
FIX,88.0,64.66164447565686,2,True,894.0800170898438,871.53166015625,664.4000366210937,586.7438047790528,6.544660999103637,1019.6309573378616,275.8047279494824,224.17138884348904,12.31337076855893,8,,True,99.41532464868192,35.23587399013224,3.0,2.0,5.757875314065317,10.062999999999999,
ATEC,86.0,54.25622079490409,2,True,20.309999465942383,16.476600093841554,14.026866671244303,13.12755000591278,4.883098135914218,21.15999984741211,8.699999809265137,133.44827484149,4.017015064268455,8,,True,27.862479806138936,30.37705929577558,2.0,2.0,3.752550560671565,-21.285,
GOOGL,86.0,55.29072645617412,2,True,299.6600036621094,262.38500030517577,210.15907958984374,199.1224744415283,3.4113609520978376,306.4200134277344,140.2346601251265,113.68469349498417,2.206125406106762,8,,True,32.99494315805483,15.949154846603525,2.0,2.0,3.704912967465264,32.233003,
GOOG,86.0,54.06794910213966,2,True,299.6499938964844,262.98259979248047,211.07495463053385,200.3099739074707,3.3473019372967094,306.8900146484375,142.3614860124179,110.48529506804003,2.3591581369133303,8,,True,32.99494315805483,15.949154846603525,2.0,2.0,3.651639150651212,32.233003,
TARS,86.0,55.623594458952,2,True,79.66000366210938,66.65669944763184,52.978433227539064,51.745574970245364,3.3120929687221077,82.41999816894531,38.5099983215332,106.85538076891264,3.3486951809662426,8,,True,46.26387702818104,146.67899746456627,2.0,3.0,4.7444229569103005,-22.167999,
KNSA,86.0,54.01153595856316,2,True,41.58000183105469,38.42660026550293,32.37083346048991,29.53785008430481,5.421777181443499,42.93000030517578,17.81999969482422,133.33334760455418,3.1446505113542558,8,,True,245.23753249822735,61.16972926729285,3.0,3.0,3.4829569829140468,6.007,
BTSG,85.0,51.52765559260879,2,True,34.59000015258789,30.645599822998047,24.94516658782959,23.3442249250412,3.7367856545865803,35.0099983215332,15.260000228881836,126.67103298675669,1.1996520682121512,8,,True,778.4447144592953,14.699312617245702,2.0,2.0,3.8966664480432742,0.9740000000000001,
PAHC,85.0,51.224461619883,2,True,41.630001068115234,40.6202001953125,31.71363432566325,29.158391332626344,6.0901336452075165,46.41999816894531,16.02766339514611,159.73842875139647,10.318822252850833,8,,True,280.31541218637994,39.726684892793514,2.0,2.0,5.010466167094626,4.8449997,
EFXT,84.0,46.40230764478614,2,True,13.550000190734863,11.893599967956543,9.366888542175293,8.950157833099365,2.7723547480174244,14.180000305175781,6.156398893591445,120.09620274670392,4.442878003401483,8,,True,23.333333333333332,29.28452579034942,2.0,2.0,4.095941645790483,5.428999999999999,
DY,84.0,45.535356213027065,2,True,326.489990234375,288.10759979248047,253.31586659749348,229.94175018310546,3.5433503444578465,350.8699951171875,131.3699951171875,148.52706277649804,6.948443931396811,8,,True,,,2.0,2.0,4.9875476986143,5.752,
APH,84.0,46.110946001356155,2,True,131.60000610351562,129.5849005126953,107.94383138020834,97.30586833953858,5.466759321743852,144.3699951171875,56.27228012979079,133.86293535641894,8.84532066604717,8,,True,106.10522832561217,53.37228879865307,2.0,3.0,3.9535393084244053,18.218,
LGND,84.0,47.90969006339432,2,True,199.22999572753906,185.61620086669922,146.27913386027018,137.27235046386718,4.8764418077463105,212.49000549316406,93.58000183105469,112.89804640869781,6.240298095362222,8,,True,1735.1505856107083,122.84605882807071,2.0,3.0,4.242406484429128,19.337,
IRTC,81.0,37.74246547534449,2,True,177.82000732421875,176.60949951171875,156.6440663655599,143.90514965057372,3.697450075324662,212.0,71.0,150.45071454115316,16.122638054613798,8,,True,88.7142176605604,30.735132643793463,2.0,2.0,4.948422858080396,-7.3249996,
AVAL,80.0,35.679645411113825,2,True,3.990000009536743,3.7640174436569214,3.1916123692194622,3.071820517778397,4.707366841468122,4.5,1.8909471335362191,111.00537073583494,11.333333121405706,8,,True,25.33076738032235,10.185252451870687,3.0,2.0,4.530970091050886,12.323,
