Ticker,RS_Rating,RS_Score,Stage,Stage_2_Confirmed,Price,MA_50,MA_150,MA_200,MA_200_Slope,52w_High,52w_Low,Pct_Above_52w_Low,Pct_From_52w_High,Criteria_Met,Failed_Criteria,SEPA_Qualified,Earnings_Growth_YoY,Revenue_Growth_YoY,Earnings_Accel_Quarters,Revenue_Accel_Quarters,ATR_Percent,Net_Margin,SEPA_Failed_Criteria
DBVT,98.0,632.3250715691044,2,True,13.75,13.312600021362305,10.786193361282349,9.424740022420883,8.18134814389762,18.0,0.44999998807907104,2955.555636500137,23.61111111111111,8,,False,-8.941593850601143,,1.0,0.0,7.84259845684101,,"Earnings acceleration (1/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-8.9% < 15.0%), High volatility (ATR 7.8% > 6.0%)"
ABVX,98.0,959.305972021529,2,True,119.12000274658203,94.62990020751953,53.216066659291585,41.59275000095367,22.620328985719894,126.98999786376953,4.769999980926514,2397.2747006897143,6.197334632315026,8,,False,,,2.0,0.0,5.662296786423228,,Revenue acceleration (0/2 quarters)
COGT,98.0,348.41421240787736,2,True,36.7599983215332,18.69919994354248,12.098699957529703,10.735899968147278,13.41334789723441,37.08000183105469,3.7200000286102295,888.1719902907239,0.863008343363888,8,,False,-14.576549537050147,,0.0,0.0,10.289718094719033,,"Earnings acceleration (0/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-14.6% < 15.0%), High volatility (ATR 10.3% > 6.0%)"
VTYX,98.0,377.10575449181545,2,True,9.430000305175781,5.614100003242493,3.362566672960917,2.858565005362034,23.245479099949918,10.020000457763672,0.7829999923706055,1104.3423240178554,5.888224806723918,8,,False,35.23504212885472,,3.0,0.0,8.437358379151886,,"Revenue acceleration (0/2 quarters), High volatility (ATR 8.4% > 6.0%)"
CDTX,98.0,625.5077353993315,2,True,219.35000610351562,111.10450088500977,66.21973361968995,55.01357521057129,19.317387511686054,220.41000366210938,15.220000267028809,1341.195809823309,0.4809208025869535,8,,False,-420.69440100093834,,1.0,0.0,5.3878663925381485,,"Earnings acceleration (1/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-420.7% < 15.0%)"
RLMD,98.0,614.7243616812667,2,True,4.269999980926514,2.4491999983787536,1.275953333179156,1.0294650003314019,27.194742381510306,5.119999885559082,0.23999999463558197,1679.1666984868552,16.601561008428657,8,,False,53.55099910383748,,2.0,0.0,13.83706938465656,,"Revenue acceleration (0/2 quarters), High volatility (ATR 13.8% > 6.0%)"
OLMA,98.0,295.77187129115737,2,True,23.170000076293945,10.006599988937378,6.711166667938232,6.108674993515015,5.511662431791491,27.170000076293945,2.859999895095825,710.1398925232347,14.72211994393785,8,,False,-22.173346838373607,,2.0,0.0,11.78925847438617,,"Revenue acceleration (0/2 quarters), Earnings growth (-22.2% < 15.0%), High volatility (ATR 11.8% > 6.0%)"
TERN,98.0,444.6196353121514,2,True,26.315000534057617,12.032100009918214,7.205733343760173,6.216775014400482,22.191989197587294,28.489999771118164,1.8650000095367432,1310.9919785251977,7.634255017669251,8,,False,-12.257917521075417,,0.0,0.0,8.023398980412134,,"Earnings acceleration (0/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-12.3% < 15.0%), High volatility (ATR 8.0% > 6.0%)"
INBX,98.0,404.35397692966626,2,True,83.93000030517578,51.07179992675781,29.387199999491372,25.32440001487732,25.074039073540543,86.63999938964844,10.805000305175781,676.7699947678101,3.127884468563883,8,,False,19.624293270107607,,2.0,1.0,8.242410787372446,,"Revenue acceleration (1/2 quarters), High volatility (ATR 8.2% > 6.0%)"
AXTI,98.0,363.7478761485978,2,True,8.930000305175781,6.486599969863891,3.5461999853452046,3.0606499868631363,22.37008068073476,11.880000114440918,1.1299999952316284,690.2655170671308,24.831647986932413,8,,False,35.103847463398026,18.227955170226263,2.0,1.0,13.853704488332005,-25.224000000000004,"Revenue acceleration (1/2 quarters), High volatility (ATR 13.9% > 6.0%)"
CELC,98.0,495.1715326943486,2,True,97.5,65.16889999389649,38.21266668955485,31.273774995803834,20.8615708541385,101.02999877929688,7.574999809265137,1187.128745280571,3.494010513657696,8,,False,-47.0327604726101,,1.0,0.0,5.218460586044815,,"Earnings acceleration (1/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-47.0% < 15.0%)"
KOD,97.0,268.9702788554676,2,True,20.770000457763672,16.151600036621094,9.265133350690206,7.834250015020371,12.74339339719392,22.139999389648438,1.9199999570846558,981.7708813546548,6.187890558503398,8,,False,-39.84662995494471,,1.0,0.0,9.211533394133047,,"Earnings acceleration (1/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-39.8% < 15.0%), High volatility (ATR 9.2% > 6.0%)"
PEPG,97.0,232.83400579286553,2,True,5.559999942779541,4.406300022602081,2.3847666772206626,2.2139000099897386,10.896586908389486,6.849999904632568,0.8799999952316284,531.8181787394294,18.832116493616542,8,,False,15.703329592218482,,2.0,0.0,9.38977339882044,,"Revenue acceleration (0/2 quarters), High volatility (ATR 9.4% > 6.0%)"
PYXS,97.0,239.91664694945462,2,True,4.800000190734863,3.30720002412796,1.9216333492596944,1.7196000123023987,13.384028468803486,5.110000133514404,0.8330000042915344,476.23051212553816,6.066534925241547,8,,False,-3.7730509833514128,,2.0,1.0,8.683036845177366,,"Revenue acceleration (1/2 quarters), Earnings growth (-3.8% < 15.0%), High volatility (ATR 8.7% > 6.0%)"
CTMX,97.0,204.12558555421677,2,True,3.880000114440918,3.3000999999046328,2.4836400043964386,2.026095003336668,12.753803891146212,4.619999885559082,0.4000000059604645,870.0000141561029,16.017311459924727,8,,False,-348.0648535564854,-82.16379516630774,1.0,1.0,10.12518423452803,24.656999,"Earnings acceleration (1/2 quarters), Revenue acceleration (1/2 quarters), Earnings growth (-348.1% < 15.0%), Revenue growth (-82.2% < 10.0%), High volatility (ATR 10.1% > 6.0%)"
RDGT,97.0,222.3482490035713,2,True,4.309999942779541,2.0129999995231627,1.4346000015735627,1.3640500015020371,7.021820811436934,5.070000171661377,0.7200000286102295,498.61107937715803,14.990142073955653,8,,,,,,,,,
HYMC,97.0,207.97719924624218,2,True,9.600000381469727,7.566000003814697,4.990666677157084,4.458900007009507,12.16360025533441,11.180000305175781,1.9900000095367432,382.4120771589611,14.132378180478167,8,,False,34.10177115546809,,3.0,0.0,8.54084819676798,,"Revenue acceleration (0/2 quarters), High volatility (ATR 8.5% > 6.0%)"
VFF,97.0,184.4553301478431,2,True,3.5199999809265137,3.179800009727478,2.0773733377456667,1.7242300036549567,13.269379360361125,4.079999923706055,0.4519999921321869,678.7610712827388,13.725489050275936,8,,False,1345.9756097560976,-19.944103253046734,2.0,1.0,9.488637138822218,6.0749996,"Revenue acceleration (1/2 quarters), Revenue growth (-19.9% < 10.0%), High volatility (ATR 9.5% > 6.0%)"
HOUS,97.0,185.48937155334994,2,True,13.550000190734863,10.406199989318848,6.395466658274333,5.666549994945526,12.269256601641327,13.600000381469727,2.7100000381469727,400.0,0.36764845097349813,8,,False,-285.7142857142857,5.928338762214984,1.0,1.0,5.002635549569522,-2.179,"Earnings acceleration (1/2 quarters), Revenue acceleration (1/2 quarters), Earnings growth (-285.7% < 15.0%), Revenue growth (5.9% < 10.0%)"
ZBIO,97.0,205.59696365209942,2,True,35.79999923706055,26.846000213623046,17.587066720326742,15.121400043964385,14.879244243710119,38.5,5.829999923706055,514.0651750524031,7.01298899464793,8,,False,-33.39636325959695,,2.0,1.0,7.644056009681963,,"Revenue acceleration (1/2 quarters), Earnings growth (-33.4% < 15.0%), High volatility (ATR 7.6% > 6.0%)"
PVLA,97.0,253.50124191456925,2,True,94.08999633789062,72.00809951782226,45.89743312835694,40.21929985046387,14.646748994702225,101.94000244140625,11.170000076293945,742.3455299483616,7.700614003837898,8,,False,-67.45387453874538,,0.0,0.0,7.058544933791315,,"Earnings acceleration (0/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-67.5% < 15.0%), High volatility (ATR 7.1% > 6.0%)"
PRAX,97.0,224.04622925111158,2,True,169.8000030517578,121.1090005493164,70.04146675109864,64.39572496414185,14.255020708117483,206.7100067138672,26.700000762939453,535.955049437475,17.85593462497491,8,,False,-42.42727798112117,-100.0,0.0,0.0,9.328916132646501,,"Earnings acceleration (0/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-42.4% < 15.0%), Revenue growth (-100.0% < 10.0%), High volatility (ATR 9.3% > 6.0%)"
ANRO,97.0,263.4912918872939,2,True,13.25,8.751999979019166,4.805466658274333,4.298699995875358,17.721288074238043,16.489999771118164,1.600000023841858,728.1249876599761,19.64827056452084,8,,False,15.503783590538045,,2.0,0.0,12.195686895570985,,"Revenue acceleration (0/2 quarters), High volatility (ATR 12.2% > 6.0%)"
TNGX,97.0,188.1293769274284,2,True,10.029999732971191,8.029099950790405,5.84183332045873,4.845349988937378,8.532398558307525,10.069999694824219,1.0299999713897705,873.7864088906522,0.3972190969736229,8,,False,154.45880618507218,363.60816748513827,2.0,2.0,7.466886711298517,-151.148,High volatility (ATR 7.5% > 6.0%)
MNPR,97.0,208.0832933786935,2,True,91.55999755859375,81.8906999206543,52.6232666015625,48.654399967193605,7.662634346884636,105.0,18.670000076293945,390.4124112717663,12.80000232514881,8,,False,-163.5639235867255,,2.0,0.0,7.558274781629229,,"Revenue acceleration (0/2 quarters), Earnings growth (-163.6% < 15.0%), High volatility (ATR 7.6% > 6.0%)"
GRAL,97.0,202.6077766837451,2,True,93.55000305175781,71.79160011291503,49.21643330891927,45.10284999847412,11.210184057967886,103.0,15.960000038146973,486.15289992580347,9.174754318681735,8,,False,29.20803895359939,26.32276978919447,1.0,2.0,9.911276383391456,-286.43398,"Earnings acceleration (1/2 quarters), High volatility (ATR 9.9% > 6.0%)"
MLYS,97.0,218.54057702738484,2,True,41.869998931884766,40.69549980163574,24.483366584777833,21.479724950790406,12.783870607383562,47.650001525878906,8.241000175476074,408.06938527295904,12.130120480384452,8,,False,34.450321252351706,,2.0,0.0,9.374934719398611,,"Revenue acceleration (0/2 quarters), High volatility (ATR 9.4% > 6.0%)"
FRGE,96.0,164.40024158842834,2,True,44.36000061035156,24.15640012741089,19.442666702270508,17.27817502737045,12.89633808938269,44.7599983215332,6.599999904632568,572.1212310808534,0.89364996912703,8,,False,0.6487842111002072,10.636969192339716,1.0,2.0,4.512593500744636,-67.415,"Earnings acceleration (1/2 quarters), Earnings growth (0.6% < 15.0%)"
YQ,96.0,141.6514242637879,2,True,4.909999847412109,4.847260012626648,3.000293335119883,2.7210599994659423,9.766203228951493,6.449999809265137,1.2599999904632568,289.6825305218358,23.875969106865494,8,,False,53.40837686935602,-62.35053562697248,2.0,1.0,5.0290935881674015,-96.334,"Revenue acceleration (1/2 quarters), Revenue growth (-62.4% < 10.0%)"
AMLX,96.0,169.60311753526352,2,True,14.670000076293945,13.729599990844726,9.190099986394246,7.786499990224838,10.446733240584653,16.959999084472656,2.5999999046325684,464.23079286101387,13.502353371441323,8,,False,52.704115316901415,-100.0,2.0,1.0,6.812251441261083,,"Revenue acceleration (1/2 quarters), Revenue growth (-100.0% < 10.0%), High volatility (ATR 6.8% > 6.0%)"
VHC,96.0,147.13346907816293,2,True,21.760000228881836,19.733000049591066,14.792266664505005,13.263100001811981,8.844314757244168,29.0,3.680000066757202,491.3043433191196,24.9655164521316,8,,False,-13.258661109663974,2800.0,2.0,2.0,8.60031653822638,,"Earnings growth (-13.3% < 15.0%), High volatility (ATR 8.6% > 6.0%)"
CLLS,96.0,146.04947940411407,2,True,4.690000057220459,3.6536000251770018,2.538380008538564,2.240685003995895,7.503045590349197,5.480000019073486,1.100000023841858,326.3636323243134,14.416057647871943,8,,False,102.55464954892435,117.11111111111111,1.0,2.0,6.6676808594444275,-42.826,"Earnings acceleration (1/2 quarters), High volatility (ATR 6.7% > 6.0%)"
LITE,96.0,169.08870486310929,2,True,255.58999633789062,189.55600036621092,127.51783335367838,111.99217496871948,10.829185859929899,282.6600036621094,45.650001525878906,459.89044423798566,9.576879280231712,8,,False,105.09708737864078,58.44464232710003,2.0,3.0,10.664318302951559,6.1079998,High volatility (ATR 10.7% > 6.0%)
CNTB,96.0,174.57039006902676,2,True,3.0399999618530273,1.77782000541687,1.4883333305517832,1.3149149987101554,5.285512348791734,3.2799999713897705,0.5099999904632568,496.078435039117,7.317073525310204,8,,False,-33.58185771978876,-98.68744872846595,0.0,1.0,10.176221862741974,,"Earnings acceleration (0/2 quarters), Revenue acceleration (1/2 quarters), Earnings growth (-33.6% < 15.0%), Revenue growth (-98.7% < 10.0%), High volatility (ATR 10.2% > 6.0%)"
SEPN,96.0,141.1480686903703,2,True,25.559999465942383,20.194399890899657,13.908499959309896,12.113949964046478,2.12354976144789,28.989999771118164,4.170000076293945,512.9496162661616,11.83166723786243,8,,False,139.82361253228086,12113.068181818182,1.0,2.0,6.348927521997699,-266.768,"Earnings acceleration (1/2 quarters), High volatility (ATR 6.3% > 6.0%)"
URGN,96.0,174.39397142533244,2,True,25.8700008392334,19.62680004119873,15.753900025685628,14.443975014686584,6.720256447216225,26.280000686645508,3.4200000762939453,656.4327562023686,1.5601211442146408,8,,False,-40.86512060152917,9.03824789715918,0.0,0.0,7.3645978684313285,-170.58500999999998,"Earnings acceleration (0/2 quarters), Revenue acceleration (0/2 quarters), Earnings growth (-40.9% < 15.0%), Revenue growth (9.0% < 10.0%), High volatility (ATR 7.4% > 6.0%)"
IVVD,96.0,154.31793391820884,2,True,2.5,1.6872999954223633,1.0901266634464264,1.0478749972581864,10.733178878060855,3.069999933242798,0.35499998927116394,604.225373395827,18.56677347353278,8,,False,82.76231087110423,41.17204301075269,3.0,2.0,11.92857027053833,-119.63099,High volatility (ATR 11.9% > 6.0%)
NUVB,96.0,166.18488432379533,2,True,6.989999771118164,4.2692000198364255,3.015666673183441,2.761200004816055,7.642605612848119,7.5,1.5399999618530273,353.89610027699905,6.8000030517578125,8,,False,-35.38461538461539,1704.6767537826686,1.0,2.0,9.63417106598417,,"Earnings acceleration (1/2 quarters), Earnings growth (-35.4% < 15.0%), High volatility (ATR 9.6% > 6.0%)"
PRPO,96.0,152.40382060694762,2,True,24.5,19.771099967956545,14.715966653823852,12.732934999465943,9.361607551913066,28.5,3.9000000953674316,528.2051128435107,14.035087719298245,8,,False,87.38019169329073,29.909771549241697,1.0,2.0,7.1807594410532065,-5.5,"Earnings acceleration (1/2 quarters), High volatility (ATR 7.2% > 6.0%)"
INTG,96.0,150.91242993165892,2,True,34.63999938964844,28.59900005340576,18.03440003712972,16.755850038528443,11.179003375059692,42.5,9.569999694824219,261.96447747415215,18.494119083180145,8,,False,-34.42211055276382,5.956465160298119,2.0,2.0,6.967977780615133,-8.389000000000001,"Earnings growth (-34.4% < 15.0%), Revenue growth (6.0% < 10.0%), High volatility (ATR 7.0% > 6.0%)"
GLUE,96.0,167.6042790083413,2,True,14.220000267028809,10.26980001449585,6.58913334051768,6.337775002717972,9.668168906453317,14.619000434875488,3.5,306.2857219151088,2.729325918171628,8,,False,-13.504337985665787,38.54166666666667,1.0,1.0,7.298071610975769,11.5380004,"Earnings acceleration (1/2 quarters), Revenue acceleration (1/2 quarters), Earnings growth (-13.5% < 15.0%), High volatility (ATR 7.3% > 6.0%)"
SOHO,96.0,167.85822135745138,2,True,2.1649999618530273,1.3737000262737273,1.0099000096321107,0.9480250069499015,11.747647691482936,2.180000066757202,0.5899999737739563,266.9491623880127,0.6880781855428009,8,,False,-52.106998078376535,-6.60162224645756,1.0,2.0,0.9072900804213963,-0.15,"Earnings acceleration (1/2 quarters), Earnings growth (-52.1% < 15.0%), Revenue growth (-6.6% < 10.0%)"
